Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (27748 already done, 22252 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'qwen' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5: already complete, skipping ---
--- Round 3/5 (7748 done, 2252 remaining) ---
[27749/50000] 2026-06-28 11:55:57 | R3 | railroadcar/test_1_artifice_no_procyon vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[45109/50000] 2026-06-28 15:27:10 | R5 | kaprekar/1_artifice vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[45110/50000] 2026-06-28 15:27:11 | R5 | kaprekar/1_artifice vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[45111/50000] 2026-06-28 15:27:12 | R5 | kaprekar/1_artifice vs SqrtAlgorithm/0_orig → NON-CLONE
[45112/50000] 2026-06-28 15:27:12 | R5 | kaprekar/1_artifice vs SqrtAlgorithm/1_artifice → NON-CLONE
[45113/50000] 2026-06-28 15:27:13 | R5 | kaprekar/1_artifice vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[45114/50000] 2026-06-28 15:27:14 | R5 | kaprekar/1_artifice vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[45115/50000] 2026-06-28 15:27:15 | R5 | kaprekar/1_artifice vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[45116/50000] 2026-06-28 15:27:15 | R5 | kaprekar/1_artifice vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[45117/50000] 2026-06-28 15:27:16 | R5 | kaprekar/1_artifice vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[45118/50000] 2026-06-28 15:27:17 | R5 | kaprekar/1_artifice vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[45119/50000] 2026-06-28 15:27:18 | R5 | kaprekar/1_artifice vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[45120/50000] 2026-06-28 15:27:18 | R5 | kaprekar/1_artifice vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[45121/50000] 2026-06-28 15:27:19 | R5 | kaprekar/1_artifice vs bubblesort/0_orig → NON-CLONE
[45122/50000] 2026-06-28 15:27:20 | R5 | kaprekar/1_artifice vs bubblesort/1_artifice → NON-CLONE
[45123/50000] 2026-06-28 15:27:20 | R5 | kaprekar/1_artifice vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[45124/50000] 2026-06-28 15:27:21 | R5 | kaprekar/1_artifice vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[45125/50000] 2026-06-28 15:27:22 | R5 | kaprekar/1_artifice vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[45126/50000] 2026-06-28 15:27:22 | R5 | kaprekar/1_artifice vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[45127/50000] 2026-06-28 15:27:23 | R5 | kaprekar/1_artifice vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[45128/50000] 2026-06-28 15:27:24 | R5 | kaprekar/1_artifice vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[45129/50000] 2026-06-28 15:27:24 | R5 | kaprekar/1_artifice vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[45130/50000] 2026-06-28 15:27:25 | R5 | kaprekar/1_artifice vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[45131/50000] 2026-06-28 15:27:26 | R5 | kaprekar/1_artifice vs guessword/0_orig → NON-CLONE
[45132/50000] 2026-06-28 15:27:26 | R5 | kaprekar/1_artifice vs guessword/1_artifice → NON-CLONE
[45133/50000] 2026-06-28 15:27:27 | R5 | kaprekar/1_artifice vs guessword/test_0_orig_no_krakatau → NON-CLONE
[45134/50000] 2026-06-28 15:27:28 | R5 | kaprekar/1_artifice vs guessword/test_0_orig_no_procyon → NON-CLONE
[45135/50000] 2026-06-28 15:27:28 | R5 | kaprekar/1_artifice vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[45136/50000] 2026-06-28 15:27:29 | R5 | kaprekar/1_artifice vs guessword/test_0_orig_pg_procyon → NON-CLONE
[45137/50000] 2026-06-28 15:27:30 | R5 | kaprekar/1_artifice vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[45138/50000] 2026-06-28 15:27:30 | R5 | kaprekar/1_artifice vs guessword/test_1_artifice_no_procyon → NON-CLONE
[45139/50000] 2026-06-28 15:27:31 | R5 | kaprekar/1_artifice vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[45140/50000] 2026-06-28 15:27:32 | R5 | kaprekar/1_artifice vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[45141/50000] 2026-06-28 15:27:32 | R5 | kaprekar/1_artifice vs hanoi/0_orig → NON-CLONE
[45142/50000] 2026-06-28 15:27:33 | R5 | kaprekar/1_artifice vs hanoi/1_artifice → NON-CLONE
[45143/50000] 2026-06-28 15:27:34 | R5 | kaprekar/1_artifice vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[45144/50000] 2026-06-28 15:27:35 | R5 | kaprekar/1_artifice vs hanoi/test_0_orig_no_procyon → NON-CLONE
[45145/50000] 2026-06-28 15:27:35 | R5 | kaprekar/1_artifice vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[45146/50000] 2026-06-28 15:27:36 | R5 | kaprekar/1_artifice vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[45147/50000] 2026-06-28 15:27:37 | R5 | kaprekar/1_artifice vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[45148/50000] 2026-06-28 15:27:38 | R5 | kaprekar/1_artifice vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[45149/50000] 2026-06-28 15:27:38 | R5 | kaprekar/1_artifice vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[45150/50000] 2026-06-28 15:27:39 | R5 | kaprekar/1_artifice vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[45151/50000] 2026-06-28 15:27:40 | R5 | kaprekar/1_artifice vs kaprekar/0_orig → CLONE
[45152/50000] 2026-06-28 15:27:41 | R5 | kaprekar/1_artifice vs kaprekar/1_artifice → CLONE
[45153/50000] 2026-06-28 15:27:42 | R5 | kaprekar/1_artifice vs kaprekar/test_0_orig_no_krakatau → CLONE
[45154/50000] 2026-06-28 15:27:43 | R5 | kaprekar/1_artifice vs kaprekar/test_0_orig_no_procyon → CLONE
[45155/50000] 2026-06-28 15:27:43 | R5 | kaprekar/1_artifice vs kaprekar/test_0_orig_pg_krakatau → CLONE
[45156/50000] 2026-06-28 15:27:44 | R5 | kaprekar/1_artifice vs kaprekar/test_0_orig_pg_procyon → CLONE
[45157/50000] 2026-06-28 15:27:45 | R5 | kaprekar/1_artifice vs kaprekar/test_1_artifice_no_krakatau → CLONE
[45158/50000] 2026-06-28 15:27:46 | R5 | kaprekar/1_artifice vs kaprekar/test_1_artifice_no_procyon → CLONE
[45159/50000] 2026-06-28 15:27:47 | R5 | kaprekar/1_artifice vs kaprekar/test_1_artifice_pg_krakatau → CLONE
[45160/50000] 2026-06-28 15:27:48 | R5 | kaprekar/1_artifice vs kaprekar/test_1_artifice_pg_procyon → CLONE
[45161/50000] 2026-06-28 15:27:49 | R5 | kaprekar/1_artifice vs queens/0_orig → NON-CLONE
[45162/50000] 2026-06-28 15:27:49 | R5 | kaprekar/1_artifice vs queens/1_artifice → NON-CLONE
[45163/50000] 2026-06-28 15:27:50 | R5 | kaprekar/1_artifice vs queens/test_0_orig_no_krakatau → NON-CLONE
[45164/50000] 2026-06-28 15:27:51 | R5 | kaprekar/1_artifice vs queens/test_0_orig_no_procyon → NON-CLONE
[45165/50000] 2026-06-28 15:27:51 | R5 | kaprekar/1_artifice vs queens/test_0_orig_pg_krakatau → NON-CLONE
[45166/50000] 2026-06-28 15:27:52 | R5 | kaprekar/1_artifice vs queens/test_0_orig_pg_procyon → NON-CLONE
[45167/50000] 2026-06-28 15:27:53 | R5 | kaprekar/1_artifice vs queens/test_1_artifice_no_krakatau → NON-CLONE
[45168/50000] 2026-06-28 15:27:53 | R5 | kaprekar/1_artifice vs queens/test_1_artifice_no_procyon → NON-CLONE
[45169/50000] 2026-06-28 15:27:54 | R5 | kaprekar/1_artifice vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[45170/50000] 2026-06-28 15:27:54 | R5 | kaprekar/1_artifice vs queens/test_1_artifice_pg_procyon → NON-CLONE
[45171/50000] 2026-06-28 15:27:55 | R5 | kaprekar/1_artifice vs railroadcar/0_orig → NON-CLONE
[45172/50000] 2026-06-28 15:27:56 | R5 | kaprekar/1_artifice vs railroadcar/1_artifice → NON-CLONE
[45173/50000] 2026-06-28 15:27:56 | R5 | kaprekar/1_artifice vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[45174/50000] 2026-06-28 15:27:57 | R5 | kaprekar/1_artifice vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[45175/50000] 2026-06-28 15:27:58 | R5 | kaprekar/1_artifice vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[45176/50000] 2026-06-28 15:27:58 | R5 | kaprekar/1_artifice vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[45177/50000] 2026-06-28 15:27:59 | R5 | kaprekar/1_artifice vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[45178/50000] 2026-06-28 15:27:59 | R5 | kaprekar/1_artifice vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[45179/50000] 2026-06-28 15:28:00 | R5 | kaprekar/1_artifice vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[45180/50000] 2026-06-28 15:28:01 | R5 | kaprekar/1_artifice vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[45181/50000] 2026-06-28 15:28:01 | R5 | kaprekar/1_artifice vs slinkedlist/0_orig → NON-CLONE
[45182/50000] 2026-06-28 15:28:02 | R5 | kaprekar/1_artifice vs slinkedlist/1_artifice → NON-CLONE
[45183/50000] 2026-06-28 15:28:03 | R5 | kaprekar/1_artifice vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[45184/50000] 2026-06-28 15:28:04 | R5 | kaprekar/1_artifice vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[45185/50000] 2026-06-28 15:28:04 | R5 | kaprekar/1_artifice vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[45186/50000] 2026-06-28 15:28:05 | R5 | kaprekar/1_artifice vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[45187/50000] 2026-06-28 15:28:05 | R5 | kaprekar/1_artifice vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[45188/50000] 2026-06-28 15:28:06 | R5 | kaprekar/1_artifice vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[45189/50000] 2026-06-28 15:28:07 | R5 | kaprekar/1_artifice vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[45190/50000] 2026-06-28 15:28:07 | R5 | kaprekar/1_artifice vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[45191/50000] 2026-06-28 15:28:08 | R5 | kaprekar/1_artifice vs square/0_orig → NON-CLONE
[45192/50000] 2026-06-28 15:28:09 | R5 | kaprekar/1_artifice vs square/1_artifice → NON-CLONE
[45193/50000] 2026-06-28 15:28:10 | R5 | kaprekar/1_artifice vs square/test_0_orig_no_krakatau → NON-CLONE
[45194/50000] 2026-06-28 15:28:10 | R5 | kaprekar/1_artifice vs square/test_0_orig_no_procyon → NON-CLONE
[45195/50000] 2026-06-28 15:28:11 | R5 | kaprekar/1_artifice vs square/test_0_orig_pg_krakatau → NON-CLONE
[45196/50000] 2026-06-28 15:28:12 | R5 | kaprekar/1_artifice vs square/test_0_orig_pg_procyon → NON-CLONE
[45197/50000] 2026-06-28 15:28:13 | R5 | kaprekar/1_artifice vs square/test_1_artifice_no_krakatau → NON-CLONE
[45198/50000] 2026-06-28 15:28:13 | R5 | kaprekar/1_artifice vs square/test_1_artifice_no_procyon → NON-CLONE
[45199/50000] 2026-06-28 15:28:14 | R5 | kaprekar/1_artifice vs square/test_1_artifice_pg_krakatau → NON-CLONE
[45200/50000] 2026-06-28 15:28:15 | R5 | kaprekar/1_artifice vs square/test_1_artifice_pg_procyon → NON-CLONE
[45201/50000] 2026-06-28 15:28:16 | R5 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/0_orig → NON-CLONE
[45202/50000] 2026-06-28 15:28:16 | R5 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/1_artifice → NON-CLONE
[45203/50000] 2026-06-28 15:28:17 | R5 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[45204/50000] 2026-06-28 15:28:18 | R5 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[45205/50000] 2026-06-28 15:28:19 | R5 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[45206/50000] 2026-06-28 15:28:19 | R5 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[45207/50000] 2026-06-28 15:28:20 | R5 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[45208/50000] 2026-06-28 15:28:21 | R5 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[45209/50000] 2026-06-28 15:28:21 | R5 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[45210/50000] 2026-06-28 15:28:22 | R5 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[45211/50000] 2026-06-28 15:28:23 | R5 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/0_orig → NON-CLONE
[45212/50000] 2026-06-28 15:28:23 | R5 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/1_artifice → NON-CLONE
[45213/50000] 2026-06-28 15:28:25 | R5 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[45214/50000] 2026-06-28 15:28:25 | R5 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[45215/50000] 2026-06-28 15:28:26 | R5 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[45216/50000] 2026-06-28 15:28:27 | R5 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[45217/50000] 2026-06-28 15:28:28 | R5 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[45218/50000] 2026-06-28 15:28:29 | R5 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[45219/50000] 2026-06-28 15:28:30 | R5 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[45220/50000] 2026-06-28 15:28:30 | R5 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[45221/50000] 2026-06-28 15:28:31 | R5 | kaprekar/test_0_orig_no_krakatau vs bubblesort/0_orig → NON-CLONE
[45222/50000] 2026-06-28 15:28:32 | R5 | kaprekar/test_0_orig_no_krakatau vs bubblesort/1_artifice → NON-CLONE
[45223/50000] 2026-06-28 15:28:32 | R5 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[45224/50000] 2026-06-28 15:28:33 | R5 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[45225/50000] 2026-06-28 15:28:33 | R5 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[45226/50000] 2026-06-28 15:28:34 | R5 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[45227/50000] 2026-06-28 15:28:35 | R5 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[45228/50000] 2026-06-28 15:28:35 | R5 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[45229/50000] 2026-06-28 15:28:36 | R5 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[45230/50000] 2026-06-28 15:28:36 | R5 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[45231/50000] 2026-06-28 15:28:37 | R5 | kaprekar/test_0_orig_no_krakatau vs guessword/0_orig → NON-CLONE
[45232/50000] 2026-06-28 15:28:38 | R5 | kaprekar/test_0_orig_no_krakatau vs guessword/1_artifice → NON-CLONE
[45233/50000] 2026-06-28 15:28:39 | R5 | kaprekar/test_0_orig_no_krakatau vs guessword/test_0_orig_no_krakatau → NON-CLONE
[45234/50000] 2026-06-28 15:28:39 | R5 | kaprekar/test_0_orig_no_krakatau vs guessword/test_0_orig_no_procyon → NON-CLONE
[45235/50000] 2026-06-28 15:28:40 | R5 | kaprekar/test_0_orig_no_krakatau vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[45236/50000] 2026-06-28 15:28:41 | R5 | kaprekar/test_0_orig_no_krakatau vs guessword/test_0_orig_pg_procyon → NON-CLONE
[45237/50000] 2026-06-28 15:28:42 | R5 | kaprekar/test_0_orig_no_krakatau vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[45238/50000] 2026-06-28 15:28:42 | R5 | kaprekar/test_0_orig_no_krakatau vs guessword/test_1_artifice_no_procyon → NON-CLONE
[45239/50000] 2026-06-28 15:28:43 | R5 | kaprekar/test_0_orig_no_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[45240/50000] 2026-06-28 15:28:44 | R5 | kaprekar/test_0_orig_no_krakatau vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[45241/50000] 2026-06-28 15:28:44 | R5 | kaprekar/test_0_orig_no_krakatau vs hanoi/0_orig → NON-CLONE
[45242/50000] 2026-06-28 15:28:45 | R5 | kaprekar/test_0_orig_no_krakatau vs hanoi/1_artifice → NON-CLONE
[45243/50000] 2026-06-28 15:28:46 | R5 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[45244/50000] 2026-06-28 15:28:47 | R5 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_0_orig_no_procyon → NON-CLONE
[45245/50000] 2026-06-28 15:28:47 | R5 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[45246/50000] 2026-06-28 15:28:48 | R5 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[45247/50000] 2026-06-28 15:28:49 | R5 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[45248/50000] 2026-06-28 15:28:50 | R5 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[45249/50000] 2026-06-28 15:28:50 | R5 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[45250/50000] 2026-06-28 15:28:51 | R5 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[45251/50000] 2026-06-28 15:28:52 | R5 | kaprekar/test_0_orig_no_krakatau vs kaprekar/0_orig → CLONE
[45252/50000] 2026-06-28 15:28:53 | R5 | kaprekar/test_0_orig_no_krakatau vs kaprekar/1_artifice → CLONE
[45253/50000] 2026-06-28 15:28:53 | R5 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_0_orig_no_krakatau → CLONE
[45254/50000] 2026-06-28 15:28:54 | R5 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_0_orig_no_procyon → CLONE
[45255/50000] 2026-06-28 15:28:55 | R5 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_0_orig_pg_krakatau → CLONE
[45256/50000] 2026-06-28 15:28:56 | R5 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_0_orig_pg_procyon → CLONE
[45257/50000] 2026-06-28 15:28:57 | R5 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_1_artifice_no_krakatau → CLONE
[45258/50000] 2026-06-28 15:28:58 | R5 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_1_artifice_no_procyon → CLONE
[45259/50000] 2026-06-28 15:28:59 | R5 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_1_artifice_pg_krakatau → CLONE
[45260/50000] 2026-06-28 15:28:59 | R5 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_1_artifice_pg_procyon → CLONE
[45261/50000] 2026-06-28 15:29:00 | R5 | kaprekar/test_0_orig_no_krakatau vs queens/0_orig → NON-CLONE
[45262/50000] 2026-06-28 15:29:01 | R5 | kaprekar/test_0_orig_no_krakatau vs queens/1_artifice → NON-CLONE
[45263/50000] 2026-06-28 15:29:02 | R5 | kaprekar/test_0_orig_no_krakatau vs queens/test_0_orig_no_krakatau → NON-CLONE
[45264/50000] 2026-06-28 15:29:02 | R5 | kaprekar/test_0_orig_no_krakatau vs queens/test_0_orig_no_procyon → NON-CLONE
[45265/50000] 2026-06-28 15:29:03 | R5 | kaprekar/test_0_orig_no_krakatau vs queens/test_0_orig_pg_krakatau → NON-CLONE
[45266/50000] 2026-06-28 15:29:04 | R5 | kaprekar/test_0_orig_no_krakatau vs queens/test_0_orig_pg_procyon → NON-CLONE
[45267/50000] 2026-06-28 15:29:04 | R5 | kaprekar/test_0_orig_no_krakatau vs queens/test_1_artifice_no_krakatau → NON-CLONE
[45268/50000] 2026-06-28 15:29:05 | R5 | kaprekar/test_0_orig_no_krakatau vs queens/test_1_artifice_no_procyon → NON-CLONE
[45269/50000] 2026-06-28 15:29:06 | R5 | kaprekar/test_0_orig_no_krakatau vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[45270/50000] 2026-06-28 15:29:06 | R5 | kaprekar/test_0_orig_no_krakatau vs queens/test_1_artifice_pg_procyon → NON-CLONE
[45271/50000] 2026-06-28 15:29:07 | R5 | kaprekar/test_0_orig_no_krakatau vs railroadcar/0_orig → NON-CLONE
[45272/50000] 2026-06-28 15:29:07 | R5 | kaprekar/test_0_orig_no_krakatau vs railroadcar/1_artifice → NON-CLONE
[45273/50000] 2026-06-28 15:29:08 | R5 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[45274/50000] 2026-06-28 15:29:09 | R5 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[45275/50000] 2026-06-28 15:29:09 | R5 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[45276/50000] 2026-06-28 15:29:10 | R5 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[45277/50000] 2026-06-28 15:29:11 | R5 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[45278/50000] 2026-06-28 15:29:11 | R5 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[45279/50000] 2026-06-28 15:29:12 | R5 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[45280/50000] 2026-06-28 15:29:13 | R5 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[45281/50000] 2026-06-28 15:29:13 | R5 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/0_orig → NON-CLONE
[45282/50000] 2026-06-28 15:29:14 | R5 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/1_artifice → NON-CLONE
[45283/50000] 2026-06-28 15:29:15 | R5 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[45284/50000] 2026-06-28 15:29:16 | R5 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[45285/50000] 2026-06-28 15:29:16 | R5 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[45286/50000] 2026-06-28 15:29:17 | R5 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[45287/50000] 2026-06-28 15:29:18 | R5 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[45288/50000] 2026-06-28 15:29:18 | R5 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[45289/50000] 2026-06-28 15:29:19 | R5 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[45290/50000] 2026-06-28 15:29:20 | R5 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[45291/50000] 2026-06-28 15:29:21 | R5 | kaprekar/test_0_orig_no_krakatau vs square/0_orig → NON-CLONE
[45292/50000] 2026-06-28 15:29:21 | R5 | kaprekar/test_0_orig_no_krakatau vs square/1_artifice → NON-CLONE
[45293/50000] 2026-06-28 15:29:22 | R5 | kaprekar/test_0_orig_no_krakatau vs square/test_0_orig_no_krakatau → NON-CLONE
[45294/50000] 2026-06-28 15:29:23 | R5 | kaprekar/test_0_orig_no_krakatau vs square/test_0_orig_no_procyon → NON-CLONE
[45295/50000] 2026-06-28 15:29:24 | R5 | kaprekar/test_0_orig_no_krakatau vs square/test_0_orig_pg_krakatau → NON-CLONE
[45296/50000] 2026-06-28 15:29:24 | R5 | kaprekar/test_0_orig_no_krakatau vs square/test_0_orig_pg_procyon → NON-CLONE
[45297/50000] 2026-06-28 15:29:25 | R5 | kaprekar/test_0_orig_no_krakatau vs square/test_1_artifice_no_krakatau → NON-CLONE
[45298/50000] 2026-06-28 15:29:26 | R5 | kaprekar/test_0_orig_no_krakatau vs square/test_1_artifice_no_procyon → NON-CLONE
[45299/50000] 2026-06-28 15:29:27 | R5 | kaprekar/test_0_orig_no_krakatau vs square/test_1_artifice_pg_krakatau → NON-CLONE
[45300/50000] 2026-06-28 15:29:28 | R5 | kaprekar/test_0_orig_no_krakatau vs square/test_1_artifice_pg_procyon → NON-CLONE
