Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (21438 already done, 28562 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'gguf' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5: already complete, skipping ---
--- Round 3/5 (1438 done, 8562 remaining) ---
[21439/50000] 2026-06-23 05:53:20 | R3 | SqrtAlgorithm/test_0_orig_pg_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[48385/50000] 2026-06-24 02:22:07 | R5 | slinkedlist/test_0_orig_no_procyon vs slinkedlist/test_0_orig_pg_krakatau → CLONE
[48386/50000] 2026-06-24 02:22:09 | R5 | slinkedlist/test_0_orig_no_procyon vs slinkedlist/test_0_orig_pg_procyon → CLONE
[48387/50000] 2026-06-24 02:22:11 | R5 | slinkedlist/test_0_orig_no_procyon vs slinkedlist/test_1_artifice_no_krakatau → CLONE
[48388/50000] 2026-06-24 02:22:12 | R5 | slinkedlist/test_0_orig_no_procyon vs slinkedlist/test_1_artifice_no_procyon → CLONE
[48389/50000] 2026-06-24 02:22:16 | R5 | slinkedlist/test_0_orig_no_procyon vs slinkedlist/test_1_artifice_pg_krakatau → CLONE
[48390/50000] 2026-06-24 02:22:19 | R5 | slinkedlist/test_0_orig_no_procyon vs slinkedlist/test_1_artifice_pg_procyon → CLONE
[48391/50000] 2026-06-24 02:22:22 | R5 | slinkedlist/test_0_orig_no_procyon vs square/0_orig → NON-CLONE
[48392/50000] 2026-06-24 02:22:24 | R5 | slinkedlist/test_0_orig_no_procyon vs square/1_artifice → NON-CLONE
[48393/50000] 2026-06-24 02:22:28 | R5 | slinkedlist/test_0_orig_no_procyon vs square/test_0_orig_no_krakatau → NON-CLONE
[48394/50000] 2026-06-24 02:22:30 | R5 | slinkedlist/test_0_orig_no_procyon vs square/test_0_orig_no_procyon → NON-CLONE
[48395/50000] 2026-06-24 02:22:32 | R5 | slinkedlist/test_0_orig_no_procyon vs square/test_0_orig_pg_krakatau → NON-CLONE
[48396/50000] 2026-06-24 02:22:34 | R5 | slinkedlist/test_0_orig_no_procyon vs square/test_0_orig_pg_procyon → NON-CLONE
[48397/50000] 2026-06-24 02:22:36 | R5 | slinkedlist/test_0_orig_no_procyon vs square/test_1_artifice_no_krakatau → NON-CLONE
[48398/50000] 2026-06-24 02:22:38 | R5 | slinkedlist/test_0_orig_no_procyon vs square/test_1_artifice_no_procyon → NON-CLONE
[48399/50000] 2026-06-24 02:22:40 | R5 | slinkedlist/test_0_orig_no_procyon vs square/test_1_artifice_pg_krakatau → NON-CLONE
[48400/50000] 2026-06-24 02:22:42 | R5 | slinkedlist/test_0_orig_no_procyon vs square/test_1_artifice_pg_procyon → NON-CLONE
[48401/50000] 2026-06-24 02:22:45 | R5 | slinkedlist/test_0_orig_pg_krakatau vs InfixConverter/0_orig → NON-CLONE
[48402/50000] 2026-06-24 02:22:48 | R5 | slinkedlist/test_0_orig_pg_krakatau vs InfixConverter/1_artifice → NON-CLONE
[48403/50000] 2026-06-24 02:22:51 | R5 | slinkedlist/test_0_orig_pg_krakatau vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[48404/50000] 2026-06-24 02:22:53 | R5 | slinkedlist/test_0_orig_pg_krakatau vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[48405/50000] 2026-06-24 02:22:57 | R5 | slinkedlist/test_0_orig_pg_krakatau vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[48406/50000] 2026-06-24 02:22:59 | R5 | slinkedlist/test_0_orig_pg_krakatau vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[48407/50000] 2026-06-24 02:23:02 | R5 | slinkedlist/test_0_orig_pg_krakatau vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[48408/50000] 2026-06-24 02:23:04 | R5 | slinkedlist/test_0_orig_pg_krakatau vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[48409/50000] 2026-06-24 02:23:07 | R5 | slinkedlist/test_0_orig_pg_krakatau vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[48410/50000] 2026-06-24 02:23:10 | R5 | slinkedlist/test_0_orig_pg_krakatau vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[48411/50000] 2026-06-24 02:23:12 | R5 | slinkedlist/test_0_orig_pg_krakatau vs SqrtAlgorithm/0_orig → NON-CLONE
[48412/50000] 2026-06-24 02:23:15 | R5 | slinkedlist/test_0_orig_pg_krakatau vs SqrtAlgorithm/1_artifice → NON-CLONE
[48413/50000] 2026-06-24 02:23:17 | R5 | slinkedlist/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[48414/50000] 2026-06-24 02:23:19 | R5 | slinkedlist/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[48415/50000] 2026-06-24 02:23:22 | R5 | slinkedlist/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[48416/50000] 2026-06-24 02:23:25 | R5 | slinkedlist/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[48417/50000] 2026-06-24 02:23:28 | R5 | slinkedlist/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[48418/50000] 2026-06-24 02:23:31 | R5 | slinkedlist/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[48419/50000] 2026-06-24 02:23:33 | R5 | slinkedlist/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[48420/50000] 2026-06-24 02:23:36 | R5 | slinkedlist/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[48421/50000] 2026-06-24 02:23:37 | R5 | slinkedlist/test_0_orig_pg_krakatau vs bubblesort/0_orig → NON-CLONE
[48422/50000] 2026-06-24 02:23:39 | R5 | slinkedlist/test_0_orig_pg_krakatau vs bubblesort/1_artifice → NON-CLONE
[48423/50000] 2026-06-24 02:23:41 | R5 | slinkedlist/test_0_orig_pg_krakatau vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[48424/50000] 2026-06-24 02:23:44 | R5 | slinkedlist/test_0_orig_pg_krakatau vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[48425/50000] 2026-06-24 02:23:45 | R5 | slinkedlist/test_0_orig_pg_krakatau vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[48426/50000] 2026-06-24 02:23:47 | R5 | slinkedlist/test_0_orig_pg_krakatau vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[48427/50000] 2026-06-24 02:23:49 | R5 | slinkedlist/test_0_orig_pg_krakatau vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[48428/50000] 2026-06-24 02:23:51 | R5 | slinkedlist/test_0_orig_pg_krakatau vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[48429/50000] 2026-06-24 02:23:53 | R5 | slinkedlist/test_0_orig_pg_krakatau vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[48430/50000] 2026-06-24 02:23:55 | R5 | slinkedlist/test_0_orig_pg_krakatau vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[48431/50000] 2026-06-24 02:23:57 | R5 | slinkedlist/test_0_orig_pg_krakatau vs guessword/0_orig → NON-CLONE
[48432/50000] 2026-06-24 02:23:59 | R5 | slinkedlist/test_0_orig_pg_krakatau vs guessword/1_artifice → NON-CLONE
[48433/50000] 2026-06-24 02:24:01 | R5 | slinkedlist/test_0_orig_pg_krakatau vs guessword/test_0_orig_no_krakatau → NON-CLONE
[48434/50000] 2026-06-24 02:24:04 | R5 | slinkedlist/test_0_orig_pg_krakatau vs guessword/test_0_orig_no_procyon → NON-CLONE
[48435/50000] 2026-06-24 02:24:06 | R5 | slinkedlist/test_0_orig_pg_krakatau vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[48436/50000] 2026-06-24 02:24:08 | R5 | slinkedlist/test_0_orig_pg_krakatau vs guessword/test_0_orig_pg_procyon → NON-CLONE
[48437/50000] 2026-06-24 02:24:11 | R5 | slinkedlist/test_0_orig_pg_krakatau vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[48438/50000] 2026-06-24 02:24:12 | R5 | slinkedlist/test_0_orig_pg_krakatau vs guessword/test_1_artifice_no_procyon → NON-CLONE
[48439/50000] 2026-06-24 02:24:15 | R5 | slinkedlist/test_0_orig_pg_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[48440/50000] 2026-06-24 02:24:17 | R5 | slinkedlist/test_0_orig_pg_krakatau vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[48441/50000] 2026-06-24 02:24:19 | R5 | slinkedlist/test_0_orig_pg_krakatau vs hanoi/0_orig → NON-CLONE
[48442/50000] 2026-06-24 02:24:22 | R5 | slinkedlist/test_0_orig_pg_krakatau vs hanoi/1_artifice → NON-CLONE
[48443/50000] 2026-06-24 02:24:24 | R5 | slinkedlist/test_0_orig_pg_krakatau vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[48444/50000] 2026-06-24 02:24:26 | R5 | slinkedlist/test_0_orig_pg_krakatau vs hanoi/test_0_orig_no_procyon → NON-CLONE
[48445/50000] 2026-06-24 02:24:28 | R5 | slinkedlist/test_0_orig_pg_krakatau vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[48446/50000] 2026-06-24 02:24:31 | R5 | slinkedlist/test_0_orig_pg_krakatau vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[48447/50000] 2026-06-24 02:24:33 | R5 | slinkedlist/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[48448/50000] 2026-06-24 02:24:36 | R5 | slinkedlist/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[48449/50000] 2026-06-24 02:24:39 | R5 | slinkedlist/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[48450/50000] 2026-06-24 02:24:42 | R5 | slinkedlist/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[48451/50000] 2026-06-24 02:24:44 | R5 | slinkedlist/test_0_orig_pg_krakatau vs kaprekar/0_orig → NON-CLONE
[48452/50000] 2026-06-24 02:24:46 | R5 | slinkedlist/test_0_orig_pg_krakatau vs kaprekar/1_artifice → NON-CLONE
[48453/50000] 2026-06-24 02:24:49 | R5 | slinkedlist/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[48454/50000] 2026-06-24 02:24:52 | R5 | slinkedlist/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[48455/50000] 2026-06-24 02:24:54 | R5 | slinkedlist/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[48456/50000] 2026-06-24 02:24:57 | R5 | slinkedlist/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[48457/50000] 2026-06-24 02:24:59 | R5 | slinkedlist/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[48458/50000] 2026-06-24 02:25:02 | R5 | slinkedlist/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[48459/50000] 2026-06-24 02:25:04 | R5 | slinkedlist/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[48460/50000] 2026-06-24 02:25:07 | R5 | slinkedlist/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[48461/50000] 2026-06-24 02:25:09 | R5 | slinkedlist/test_0_orig_pg_krakatau vs queens/0_orig → NON-CLONE
[48462/50000] 2026-06-24 02:25:12 | R5 | slinkedlist/test_0_orig_pg_krakatau vs queens/1_artifice → NON-CLONE
[48463/50000] 2026-06-24 02:25:15 | R5 | slinkedlist/test_0_orig_pg_krakatau vs queens/test_0_orig_no_krakatau → NON-CLONE
[48464/50000] 2026-06-24 02:25:18 | R5 | slinkedlist/test_0_orig_pg_krakatau vs queens/test_0_orig_no_procyon → NON-CLONE
[48465/50000] 2026-06-24 02:25:20 | R5 | slinkedlist/test_0_orig_pg_krakatau vs queens/test_0_orig_pg_krakatau → NON-CLONE
[48466/50000] 2026-06-24 02:25:23 | R5 | slinkedlist/test_0_orig_pg_krakatau vs queens/test_0_orig_pg_procyon → NON-CLONE
[48467/50000] 2026-06-24 02:25:27 | R5 | slinkedlist/test_0_orig_pg_krakatau vs queens/test_1_artifice_no_krakatau → NON-CLONE
[48468/50000] 2026-06-24 02:25:29 | R5 | slinkedlist/test_0_orig_pg_krakatau vs queens/test_1_artifice_no_procyon → NON-CLONE
[48469/50000] 2026-06-24 02:25:31 | R5 | slinkedlist/test_0_orig_pg_krakatau vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[48470/50000] 2026-06-24 02:25:35 | R5 | slinkedlist/test_0_orig_pg_krakatau vs queens/test_1_artifice_pg_procyon → NON-CLONE
[48471/50000] 2026-06-24 02:25:36 | R5 | slinkedlist/test_0_orig_pg_krakatau vs railroadcar/0_orig → NON-CLONE
[48472/50000] 2026-06-24 02:25:39 | R5 | slinkedlist/test_0_orig_pg_krakatau vs railroadcar/1_artifice → NON-CLONE
[48473/50000] 2026-06-24 02:25:42 | R5 | slinkedlist/test_0_orig_pg_krakatau vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[48474/50000] 2026-06-24 02:25:45 | R5 | slinkedlist/test_0_orig_pg_krakatau vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[48475/50000] 2026-06-24 02:25:48 | R5 | slinkedlist/test_0_orig_pg_krakatau vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[48476/50000] 2026-06-24 02:25:51 | R5 | slinkedlist/test_0_orig_pg_krakatau vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[48477/50000] 2026-06-24 02:25:54 | R5 | slinkedlist/test_0_orig_pg_krakatau vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[48478/50000] 2026-06-24 02:25:57 | R5 | slinkedlist/test_0_orig_pg_krakatau vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[48479/50000] 2026-06-24 02:26:00 | R5 | slinkedlist/test_0_orig_pg_krakatau vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[48480/50000] 2026-06-24 02:26:02 | R5 | slinkedlist/test_0_orig_pg_krakatau vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[48481/50000] 2026-06-24 02:26:04 | R5 | slinkedlist/test_0_orig_pg_krakatau vs slinkedlist/0_orig → CLONE
[48482/50000] 2026-06-24 02:26:06 | R5 | slinkedlist/test_0_orig_pg_krakatau vs slinkedlist/1_artifice → CLONE
[48483/50000] 2026-06-24 02:26:10 | R5 | slinkedlist/test_0_orig_pg_krakatau vs slinkedlist/test_0_orig_no_krakatau → CLONE
[48484/50000] 2026-06-24 02:26:12 | R5 | slinkedlist/test_0_orig_pg_krakatau vs slinkedlist/test_0_orig_no_procyon → CLONE
[48485/50000] 2026-06-24 02:26:15 | R5 | slinkedlist/test_0_orig_pg_krakatau vs slinkedlist/test_0_orig_pg_krakatau → CLONE
[48486/50000] 2026-06-24 02:26:18 | R5 | slinkedlist/test_0_orig_pg_krakatau vs slinkedlist/test_0_orig_pg_procyon → CLONE
[48487/50000] 2026-06-24 02:26:20 | R5 | slinkedlist/test_0_orig_pg_krakatau vs slinkedlist/test_1_artifice_no_krakatau → CLONE
[48488/50000] 2026-06-24 02:26:22 | R5 | slinkedlist/test_0_orig_pg_krakatau vs slinkedlist/test_1_artifice_no_procyon → CLONE
[48489/50000] 2026-06-24 02:26:25 | R5 | slinkedlist/test_0_orig_pg_krakatau vs slinkedlist/test_1_artifice_pg_krakatau → CLONE
[48490/50000] 2026-06-24 02:26:26 | R5 | slinkedlist/test_0_orig_pg_krakatau vs slinkedlist/test_1_artifice_pg_procyon → CLONE
[48491/50000] 2026-06-24 02:26:29 | R5 | slinkedlist/test_0_orig_pg_krakatau vs square/0_orig → NON-CLONE
[48492/50000] 2026-06-24 02:26:31 | R5 | slinkedlist/test_0_orig_pg_krakatau vs square/1_artifice → NON-CLONE
[48493/50000] 2026-06-24 02:26:35 | R5 | slinkedlist/test_0_orig_pg_krakatau vs square/test_0_orig_no_krakatau → NON-CLONE
[48494/50000] 2026-06-24 02:26:37 | R5 | slinkedlist/test_0_orig_pg_krakatau vs square/test_0_orig_no_procyon → NON-CLONE
[48495/50000] 2026-06-24 02:26:39 | R5 | slinkedlist/test_0_orig_pg_krakatau vs square/test_0_orig_pg_krakatau → NON-CLONE
[48496/50000] 2026-06-24 02:26:42 | R5 | slinkedlist/test_0_orig_pg_krakatau vs square/test_0_orig_pg_procyon → NON-CLONE
[48497/50000] 2026-06-24 02:26:46 | R5 | slinkedlist/test_0_orig_pg_krakatau vs square/test_1_artifice_no_krakatau → NON-CLONE
[48498/50000] 2026-06-24 02:26:49 | R5 | slinkedlist/test_0_orig_pg_krakatau vs square/test_1_artifice_no_procyon → NON-CLONE
[48499/50000] 2026-06-24 02:26:51 | R5 | slinkedlist/test_0_orig_pg_krakatau vs square/test_1_artifice_pg_krakatau → NON-CLONE
[48500/50000] 2026-06-24 02:26:54 | R5 | slinkedlist/test_0_orig_pg_krakatau vs square/test_1_artifice_pg_procyon → NON-CLONE
[48501/50000] 2026-06-24 02:26:56 | R5 | slinkedlist/test_0_orig_pg_procyon vs InfixConverter/0_orig → NON-CLONE
[48502/50000] 2026-06-24 02:26:58 | R5 | slinkedlist/test_0_orig_pg_procyon vs InfixConverter/1_artifice → NON-CLONE
[48503/50000] 2026-06-24 02:27:00 | R5 | slinkedlist/test_0_orig_pg_procyon vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[48504/50000] 2026-06-24 02:27:02 | R5 | slinkedlist/test_0_orig_pg_procyon vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[48505/50000] 2026-06-24 02:27:05 | R5 | slinkedlist/test_0_orig_pg_procyon vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[48506/50000] 2026-06-24 02:27:08 | R5 | slinkedlist/test_0_orig_pg_procyon vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[48507/50000] 2026-06-24 02:27:11 | R5 | slinkedlist/test_0_orig_pg_procyon vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[48508/50000] 2026-06-24 02:27:14 | R5 | slinkedlist/test_0_orig_pg_procyon vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[48509/50000] 2026-06-24 02:27:17 | R5 | slinkedlist/test_0_orig_pg_procyon vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[48510/50000] 2026-06-24 02:27:20 | R5 | slinkedlist/test_0_orig_pg_procyon vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[48511/50000] 2026-06-24 02:27:22 | R5 | slinkedlist/test_0_orig_pg_procyon vs SqrtAlgorithm/0_orig → NON-CLONE
[48512/50000] 2026-06-24 02:27:25 | R5 | slinkedlist/test_0_orig_pg_procyon vs SqrtAlgorithm/1_artifice → NON-CLONE
[48513/50000] 2026-06-24 02:27:28 | R5 | slinkedlist/test_0_orig_pg_procyon vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[48514/50000] 2026-06-24 02:27:31 | R5 | slinkedlist/test_0_orig_pg_procyon vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[48515/50000] 2026-06-24 02:27:33 | R5 | slinkedlist/test_0_orig_pg_procyon vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[48516/50000] 2026-06-24 02:27:34 | R5 | slinkedlist/test_0_orig_pg_procyon vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[48517/50000] 2026-06-24 02:27:38 | R5 | slinkedlist/test_0_orig_pg_procyon vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[48518/50000] 2026-06-24 02:27:40 | R5 | slinkedlist/test_0_orig_pg_procyon vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[48519/50000] 2026-06-24 02:27:43 | R5 | slinkedlist/test_0_orig_pg_procyon vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[48520/50000] 2026-06-24 02:27:45 | R5 | slinkedlist/test_0_orig_pg_procyon vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[48521/50000] 2026-06-24 02:27:47 | R5 | slinkedlist/test_0_orig_pg_procyon vs bubblesort/0_orig → NON-CLONE
[48522/50000] 2026-06-24 02:27:49 | R5 | slinkedlist/test_0_orig_pg_procyon vs bubblesort/1_artifice → NON-CLONE
[48523/50000] 2026-06-24 02:27:50 | R5 | slinkedlist/test_0_orig_pg_procyon vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[48524/50000] 2026-06-24 02:27:52 | R5 | slinkedlist/test_0_orig_pg_procyon vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[48525/50000] 2026-06-24 02:27:55 | R5 | slinkedlist/test_0_orig_pg_procyon vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[48526/50000] 2026-06-24 02:27:57 | R5 | slinkedlist/test_0_orig_pg_procyon vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[48527/50000] 2026-06-24 02:27:59 | R5 | slinkedlist/test_0_orig_pg_procyon vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[48528/50000] 2026-06-24 02:28:01 | R5 | slinkedlist/test_0_orig_pg_procyon vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[48529/50000] 2026-06-24 02:28:03 | R5 | slinkedlist/test_0_orig_pg_procyon vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[48530/50000] 2026-06-24 02:28:04 | R5 | slinkedlist/test_0_orig_pg_procyon vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[48531/50000] 2026-06-24 02:28:06 | R5 | slinkedlist/test_0_orig_pg_procyon vs guessword/0_orig → NON-CLONE
[48532/50000] 2026-06-24 02:28:08 | R5 | slinkedlist/test_0_orig_pg_procyon vs guessword/1_artifice → NON-CLONE
[48533/50000] 2026-06-24 02:28:10 | R5 | slinkedlist/test_0_orig_pg_procyon vs guessword/test_0_orig_no_krakatau → NON-CLONE
[48534/50000] 2026-06-24 02:28:12 | R5 | slinkedlist/test_0_orig_pg_procyon vs guessword/test_0_orig_no_procyon → NON-CLONE
[48535/50000] 2026-06-24 02:28:14 | R5 | slinkedlist/test_0_orig_pg_procyon vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[48536/50000] 2026-06-24 02:28:16 | R5 | slinkedlist/test_0_orig_pg_procyon vs guessword/test_0_orig_pg_procyon → NON-CLONE
[48537/50000] 2026-06-24 02:28:18 | R5 | slinkedlist/test_0_orig_pg_procyon vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[48538/50000] 2026-06-24 02:28:21 | R5 | slinkedlist/test_0_orig_pg_procyon vs guessword/test_1_artifice_no_procyon → NON-CLONE
[48539/50000] 2026-06-24 02:28:23 | R5 | slinkedlist/test_0_orig_pg_procyon vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[48540/50000] 2026-06-24 02:28:25 | R5 | slinkedlist/test_0_orig_pg_procyon vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[48541/50000] 2026-06-24 02:28:27 | R5 | slinkedlist/test_0_orig_pg_procyon vs hanoi/0_orig → NON-CLONE
[48542/50000] 2026-06-24 02:28:30 | R5 | slinkedlist/test_0_orig_pg_procyon vs hanoi/1_artifice → NON-CLONE
[48543/50000] 2026-06-24 02:28:32 | R5 | slinkedlist/test_0_orig_pg_procyon vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[48544/50000] 2026-06-24 02:28:35 | R5 | slinkedlist/test_0_orig_pg_procyon vs hanoi/test_0_orig_no_procyon → NON-CLONE
[48545/50000] 2026-06-24 02:28:38 | R5 | slinkedlist/test_0_orig_pg_procyon vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[48546/50000] 2026-06-24 02:28:40 | R5 | slinkedlist/test_0_orig_pg_procyon vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[48547/50000] 2026-06-24 02:28:43 | R5 | slinkedlist/test_0_orig_pg_procyon vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[48548/50000] 2026-06-24 02:28:45 | R5 | slinkedlist/test_0_orig_pg_procyon vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[48549/50000] 2026-06-24 02:28:48 | R5 | slinkedlist/test_0_orig_pg_procyon vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[48550/50000] 2026-06-24 02:28:51 | R5 | slinkedlist/test_0_orig_pg_procyon vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[48551/50000] 2026-06-24 02:28:53 | R5 | slinkedlist/test_0_orig_pg_procyon vs kaprekar/0_orig → NON-CLONE
[48552/50000] 2026-06-24 02:28:56 | R5 | slinkedlist/test_0_orig_pg_procyon vs kaprekar/1_artifice → NON-CLONE
[48553/50000] 2026-06-24 02:28:59 | R5 | slinkedlist/test_0_orig_pg_procyon vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[48554/50000] 2026-06-24 02:29:02 | R5 | slinkedlist/test_0_orig_pg_procyon vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[48555/50000] 2026-06-24 02:29:05 | R5 | slinkedlist/test_0_orig_pg_procyon vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[48556/50000] 2026-06-24 02:29:09 | R5 | slinkedlist/test_0_orig_pg_procyon vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[48557/50000] 2026-06-24 02:29:11 | R5 | slinkedlist/test_0_orig_pg_procyon vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[48558/50000] 2026-06-24 02:29:14 | R5 | slinkedlist/test_0_orig_pg_procyon vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
