Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (32457 already done, 17543 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'qwen' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5: already complete, skipping ---
--- Round 3/5: already complete, skipping ---
--- Round 4/5 (2457 done, 7543 remaining) ---
[32458/50000] 2026-06-28 16:29:01 | R4 | bubblesort/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[46595/50000] 2026-06-28 18:52:35 | R5 | queens/test_0_orig_pg_procyon vs square/test_0_orig_pg_krakatau → NON-CLONE
[46596/50000] 2026-06-28 18:52:36 | R5 | queens/test_0_orig_pg_procyon vs square/test_0_orig_pg_procyon → NON-CLONE
[46597/50000] 2026-06-28 18:52:36 | R5 | queens/test_0_orig_pg_procyon vs square/test_1_artifice_no_krakatau → NON-CLONE
[46598/50000] 2026-06-28 18:52:37 | R5 | queens/test_0_orig_pg_procyon vs square/test_1_artifice_no_procyon → NON-CLONE
[46599/50000] 2026-06-28 18:52:38 | R5 | queens/test_0_orig_pg_procyon vs square/test_1_artifice_pg_krakatau → NON-CLONE
[46600/50000] 2026-06-28 18:52:39 | R5 | queens/test_0_orig_pg_procyon vs square/test_1_artifice_pg_procyon → NON-CLONE
[46601/50000] 2026-06-28 18:52:40 | R5 | queens/test_1_artifice_no_krakatau vs InfixConverter/0_orig → NON-CLONE
[46602/50000] 2026-06-28 18:52:40 | R5 | queens/test_1_artifice_no_krakatau vs InfixConverter/1_artifice → NON-CLONE
[46603/50000] 2026-06-28 18:52:41 | R5 | queens/test_1_artifice_no_krakatau vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[46604/50000] 2026-06-28 18:52:42 | R5 | queens/test_1_artifice_no_krakatau vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[46605/50000] 2026-06-28 18:52:43 | R5 | queens/test_1_artifice_no_krakatau vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[46606/50000] 2026-06-28 18:52:43 | R5 | queens/test_1_artifice_no_krakatau vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[46607/50000] 2026-06-28 18:52:44 | R5 | queens/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[46608/50000] 2026-06-28 18:52:45 | R5 | queens/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[46609/50000] 2026-06-28 18:52:46 | R5 | queens/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[46610/50000] 2026-06-28 18:52:46 | R5 | queens/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[46611/50000] 2026-06-28 18:52:47 | R5 | queens/test_1_artifice_no_krakatau vs SqrtAlgorithm/0_orig → NON-CLONE
[46612/50000] 2026-06-28 18:52:48 | R5 | queens/test_1_artifice_no_krakatau vs SqrtAlgorithm/1_artifice → NON-CLONE
[46613/50000] 2026-06-28 18:52:49 | R5 | queens/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[46614/50000] 2026-06-28 18:52:49 | R5 | queens/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[46615/50000] 2026-06-28 18:52:50 | R5 | queens/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[46616/50000] 2026-06-28 18:52:51 | R5 | queens/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[46617/50000] 2026-06-28 18:52:52 | R5 | queens/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[46618/50000] 2026-06-28 18:52:52 | R5 | queens/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[46619/50000] 2026-06-28 18:52:53 | R5 | queens/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[46620/50000] 2026-06-28 18:52:54 | R5 | queens/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[46621/50000] 2026-06-28 18:52:55 | R5 | queens/test_1_artifice_no_krakatau vs bubblesort/0_orig → NON-CLONE
[46622/50000] 2026-06-28 18:52:55 | R5 | queens/test_1_artifice_no_krakatau vs bubblesort/1_artifice → NON-CLONE
[46623/50000] 2026-06-28 18:52:56 | R5 | queens/test_1_artifice_no_krakatau vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[46624/50000] 2026-06-28 18:52:57 | R5 | queens/test_1_artifice_no_krakatau vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[46625/50000] 2026-06-28 18:52:58 | R5 | queens/test_1_artifice_no_krakatau vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[46626/50000] 2026-06-28 18:52:58 | R5 | queens/test_1_artifice_no_krakatau vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[46627/50000] 2026-06-28 18:52:59 | R5 | queens/test_1_artifice_no_krakatau vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[46628/50000] 2026-06-28 18:53:00 | R5 | queens/test_1_artifice_no_krakatau vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[46629/50000] 2026-06-28 18:53:00 | R5 | queens/test_1_artifice_no_krakatau vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[46630/50000] 2026-06-28 18:53:01 | R5 | queens/test_1_artifice_no_krakatau vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[46631/50000] 2026-06-28 18:53:02 | R5 | queens/test_1_artifice_no_krakatau vs guessword/0_orig → NON-CLONE
[46632/50000] 2026-06-28 18:53:03 | R5 | queens/test_1_artifice_no_krakatau vs guessword/1_artifice → NON-CLONE
[46633/50000] 2026-06-28 18:53:03 | R5 | queens/test_1_artifice_no_krakatau vs guessword/test_0_orig_no_krakatau → NON-CLONE
[46634/50000] 2026-06-28 18:53:04 | R5 | queens/test_1_artifice_no_krakatau vs guessword/test_0_orig_no_procyon → NON-CLONE
[46635/50000] 2026-06-28 18:53:05 | R5 | queens/test_1_artifice_no_krakatau vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[46636/50000] 2026-06-28 18:53:05 | R5 | queens/test_1_artifice_no_krakatau vs guessword/test_0_orig_pg_procyon → NON-CLONE
[46637/50000] 2026-06-28 18:53:06 | R5 | queens/test_1_artifice_no_krakatau vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[46638/50000] 2026-06-28 18:53:07 | R5 | queens/test_1_artifice_no_krakatau vs guessword/test_1_artifice_no_procyon → NON-CLONE
[46639/50000] 2026-06-28 18:53:07 | R5 | queens/test_1_artifice_no_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[46640/50000] 2026-06-28 18:53:08 | R5 | queens/test_1_artifice_no_krakatau vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[46641/50000] 2026-06-28 18:53:09 | R5 | queens/test_1_artifice_no_krakatau vs hanoi/0_orig → NON-CLONE
[46642/50000] 2026-06-28 18:53:09 | R5 | queens/test_1_artifice_no_krakatau vs hanoi/1_artifice → NON-CLONE
[46643/50000] 2026-06-28 18:53:10 | R5 | queens/test_1_artifice_no_krakatau vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[46644/50000] 2026-06-28 18:53:11 | R5 | queens/test_1_artifice_no_krakatau vs hanoi/test_0_orig_no_procyon → NON-CLONE
[46645/50000] 2026-06-28 18:53:12 | R5 | queens/test_1_artifice_no_krakatau vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[46646/50000] 2026-06-28 18:53:12 | R5 | queens/test_1_artifice_no_krakatau vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[46647/50000] 2026-06-28 18:53:13 | R5 | queens/test_1_artifice_no_krakatau vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[46648/50000] 2026-06-28 18:53:14 | R5 | queens/test_1_artifice_no_krakatau vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[46649/50000] 2026-06-28 18:53:15 | R5 | queens/test_1_artifice_no_krakatau vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[46650/50000] 2026-06-28 18:53:15 | R5 | queens/test_1_artifice_no_krakatau vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[46651/50000] 2026-06-28 18:53:16 | R5 | queens/test_1_artifice_no_krakatau vs kaprekar/0_orig → NON-CLONE
[46652/50000] 2026-06-28 18:53:17 | R5 | queens/test_1_artifice_no_krakatau vs kaprekar/1_artifice → NON-CLONE
[46653/50000] 2026-06-28 18:53:18 | R5 | queens/test_1_artifice_no_krakatau vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[46654/50000] 2026-06-28 18:53:18 | R5 | queens/test_1_artifice_no_krakatau vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[46655/50000] 2026-06-28 18:53:19 | R5 | queens/test_1_artifice_no_krakatau vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[46656/50000] 2026-06-28 18:53:20 | R5 | queens/test_1_artifice_no_krakatau vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[46657/50000] 2026-06-28 18:53:20 | R5 | queens/test_1_artifice_no_krakatau vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[46658/50000] 2026-06-28 18:53:21 | R5 | queens/test_1_artifice_no_krakatau vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[46659/50000] 2026-06-28 18:53:22 | R5 | queens/test_1_artifice_no_krakatau vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[46660/50000] 2026-06-28 18:53:22 | R5 | queens/test_1_artifice_no_krakatau vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[46661/50000] 2026-06-28 18:53:23 | R5 | queens/test_1_artifice_no_krakatau vs queens/0_orig → CLONE
[46662/50000] 2026-06-28 18:53:23 | R5 | queens/test_1_artifice_no_krakatau vs queens/1_artifice → CLONE
[46663/50000] 2026-06-28 18:53:24 | R5 | queens/test_1_artifice_no_krakatau vs queens/test_0_orig_no_krakatau → CLONE
[46664/50000] 2026-06-28 18:53:24 | R5 | queens/test_1_artifice_no_krakatau vs queens/test_0_orig_no_procyon → CLONE
[46665/50000] 2026-06-28 18:53:25 | R5 | queens/test_1_artifice_no_krakatau vs queens/test_0_orig_pg_krakatau → CLONE
[46666/50000] 2026-06-28 18:53:26 | R5 | queens/test_1_artifice_no_krakatau vs queens/test_0_orig_pg_procyon → CLONE
[46667/50000] 2026-06-28 18:53:26 | R5 | queens/test_1_artifice_no_krakatau vs queens/test_1_artifice_no_krakatau → CLONE
[46668/50000] 2026-06-28 18:53:27 | R5 | queens/test_1_artifice_no_krakatau vs queens/test_1_artifice_no_procyon → CLONE
[46669/50000] 2026-06-28 18:53:27 | R5 | queens/test_1_artifice_no_krakatau vs queens/test_1_artifice_pg_krakatau → CLONE
[46670/50000] 2026-06-28 18:53:28 | R5 | queens/test_1_artifice_no_krakatau vs queens/test_1_artifice_pg_procyon → CLONE
[46671/50000] 2026-06-28 18:53:28 | R5 | queens/test_1_artifice_no_krakatau vs railroadcar/0_orig → NON-CLONE
[46672/50000] 2026-06-28 18:53:29 | R5 | queens/test_1_artifice_no_krakatau vs railroadcar/1_artifice → NON-CLONE
[46673/50000] 2026-06-28 18:53:30 | R5 | queens/test_1_artifice_no_krakatau vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[46674/50000] 2026-06-28 18:53:30 | R5 | queens/test_1_artifice_no_krakatau vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[46675/50000] 2026-06-28 18:53:31 | R5 | queens/test_1_artifice_no_krakatau vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[46676/50000] 2026-06-28 18:53:31 | R5 | queens/test_1_artifice_no_krakatau vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[46677/50000] 2026-06-28 18:53:32 | R5 | queens/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[46678/50000] 2026-06-28 18:53:33 | R5 | queens/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[46679/50000] 2026-06-28 18:53:33 | R5 | queens/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[46680/50000] 2026-06-28 18:53:34 | R5 | queens/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[46681/50000] 2026-06-28 18:53:35 | R5 | queens/test_1_artifice_no_krakatau vs slinkedlist/0_orig → NON-CLONE
[46682/50000] 2026-06-28 18:53:35 | R5 | queens/test_1_artifice_no_krakatau vs slinkedlist/1_artifice → NON-CLONE
[46683/50000] 2026-06-28 18:53:36 | R5 | queens/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[46684/50000] 2026-06-28 18:53:37 | R5 | queens/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[46685/50000] 2026-06-28 18:53:37 | R5 | queens/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[46686/50000] 2026-06-28 18:53:38 | R5 | queens/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[46687/50000] 2026-06-28 18:53:39 | R5 | queens/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[46688/50000] 2026-06-28 18:53:40 | R5 | queens/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[46689/50000] 2026-06-28 18:53:40 | R5 | queens/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[46690/50000] 2026-06-28 18:53:41 | R5 | queens/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[46691/50000] 2026-06-28 18:53:42 | R5 | queens/test_1_artifice_no_krakatau vs square/0_orig → NON-CLONE
[46692/50000] 2026-06-28 18:53:42 | R5 | queens/test_1_artifice_no_krakatau vs square/1_artifice → NON-CLONE
[46693/50000] 2026-06-28 18:53:43 | R5 | queens/test_1_artifice_no_krakatau vs square/test_0_orig_no_krakatau → NON-CLONE
[46694/50000] 2026-06-28 18:53:44 | R5 | queens/test_1_artifice_no_krakatau vs square/test_0_orig_no_procyon → NON-CLONE
[46695/50000] 2026-06-28 18:53:45 | R5 | queens/test_1_artifice_no_krakatau vs square/test_0_orig_pg_krakatau → NON-CLONE
[46696/50000] 2026-06-28 18:53:46 | R5 | queens/test_1_artifice_no_krakatau vs square/test_0_orig_pg_procyon → NON-CLONE
[46697/50000] 2026-06-28 18:53:46 | R5 | queens/test_1_artifice_no_krakatau vs square/test_1_artifice_no_krakatau → NON-CLONE
[46698/50000] 2026-06-28 18:53:47 | R5 | queens/test_1_artifice_no_krakatau vs square/test_1_artifice_no_procyon → NON-CLONE
[46699/50000] 2026-06-28 18:53:48 | R5 | queens/test_1_artifice_no_krakatau vs square/test_1_artifice_pg_krakatau → NON-CLONE
[46700/50000] 2026-06-28 18:53:49 | R5 | queens/test_1_artifice_no_krakatau vs square/test_1_artifice_pg_procyon → NON-CLONE
[46701/50000] 2026-06-28 18:53:50 | R5 | queens/test_1_artifice_no_procyon vs InfixConverter/0_orig → NON-CLONE
[46702/50000] 2026-06-28 18:53:50 | R5 | queens/test_1_artifice_no_procyon vs InfixConverter/1_artifice → NON-CLONE
[46703/50000] 2026-06-28 18:53:51 | R5 | queens/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[46704/50000] 2026-06-28 18:53:52 | R5 | queens/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[46705/50000] 2026-06-28 18:53:53 | R5 | queens/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[46706/50000] 2026-06-28 18:53:53 | R5 | queens/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[46707/50000] 2026-06-28 18:53:54 | R5 | queens/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[46708/50000] 2026-06-28 18:53:55 | R5 | queens/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[46709/50000] 2026-06-28 18:53:56 | R5 | queens/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[46710/50000] 2026-06-28 18:53:56 | R5 | queens/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[46711/50000] 2026-06-28 18:53:57 | R5 | queens/test_1_artifice_no_procyon vs SqrtAlgorithm/0_orig → NON-CLONE
[46712/50000] 2026-06-28 18:53:58 | R5 | queens/test_1_artifice_no_procyon vs SqrtAlgorithm/1_artifice → NON-CLONE
[46713/50000] 2026-06-28 18:53:59 | R5 | queens/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[46714/50000] 2026-06-28 18:53:59 | R5 | queens/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[46715/50000] 2026-06-28 18:54:00 | R5 | queens/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[46716/50000] 2026-06-28 18:54:01 | R5 | queens/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[46717/50000] 2026-06-28 18:54:02 | R5 | queens/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[46718/50000] 2026-06-28 18:54:02 | R5 | queens/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[46719/50000] 2026-06-28 18:54:03 | R5 | queens/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[46720/50000] 2026-06-28 18:54:04 | R5 | queens/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[46721/50000] 2026-06-28 18:54:05 | R5 | queens/test_1_artifice_no_procyon vs bubblesort/0_orig → NON-CLONE
[46722/50000] 2026-06-28 18:54:05 | R5 | queens/test_1_artifice_no_procyon vs bubblesort/1_artifice → NON-CLONE
[46723/50000] 2026-06-28 18:54:06 | R5 | queens/test_1_artifice_no_procyon vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[46724/50000] 2026-06-28 18:54:07 | R5 | queens/test_1_artifice_no_procyon vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[46725/50000] 2026-06-28 18:54:08 | R5 | queens/test_1_artifice_no_procyon vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[46726/50000] 2026-06-28 18:54:08 | R5 | queens/test_1_artifice_no_procyon vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[46727/50000] 2026-06-28 18:54:09 | R5 | queens/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[46728/50000] 2026-06-28 18:54:10 | R5 | queens/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[46729/50000] 2026-06-28 18:54:10 | R5 | queens/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[46730/50000] 2026-06-28 18:54:11 | R5 | queens/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[46731/50000] 2026-06-28 18:54:12 | R5 | queens/test_1_artifice_no_procyon vs guessword/0_orig → NON-CLONE
[46732/50000] 2026-06-28 18:54:13 | R5 | queens/test_1_artifice_no_procyon vs guessword/1_artifice → NON-CLONE
[46733/50000] 2026-06-28 18:54:13 | R5 | queens/test_1_artifice_no_procyon vs guessword/test_0_orig_no_krakatau → NON-CLONE
[46734/50000] 2026-06-28 18:54:14 | R5 | queens/test_1_artifice_no_procyon vs guessword/test_0_orig_no_procyon → NON-CLONE
[46735/50000] 2026-06-28 18:54:14 | R5 | queens/test_1_artifice_no_procyon vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[46736/50000] 2026-06-28 18:54:15 | R5 | queens/test_1_artifice_no_procyon vs guessword/test_0_orig_pg_procyon → NON-CLONE
[46737/50000] 2026-06-28 18:54:16 | R5 | queens/test_1_artifice_no_procyon vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[46738/50000] 2026-06-28 18:54:16 | R5 | queens/test_1_artifice_no_procyon vs guessword/test_1_artifice_no_procyon → NON-CLONE
[46739/50000] 2026-06-28 18:54:17 | R5 | queens/test_1_artifice_no_procyon vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[46740/50000] 2026-06-28 18:54:18 | R5 | queens/test_1_artifice_no_procyon vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[46741/50000] 2026-06-28 18:54:19 | R5 | queens/test_1_artifice_no_procyon vs hanoi/0_orig → NON-CLONE
[46742/50000] 2026-06-28 18:54:20 | R5 | queens/test_1_artifice_no_procyon vs hanoi/1_artifice → NON-CLONE
[46743/50000] 2026-06-28 18:54:20 | R5 | queens/test_1_artifice_no_procyon vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[46744/50000] 2026-06-28 18:54:21 | R5 | queens/test_1_artifice_no_procyon vs hanoi/test_0_orig_no_procyon → NON-CLONE
[46745/50000] 2026-06-28 18:54:22 | R5 | queens/test_1_artifice_no_procyon vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[46746/50000] 2026-06-28 18:54:23 | R5 | queens/test_1_artifice_no_procyon vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[46747/50000] 2026-06-28 18:54:24 | R5 | queens/test_1_artifice_no_procyon vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[46748/50000] 2026-06-28 18:54:24 | R5 | queens/test_1_artifice_no_procyon vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[46749/50000] 2026-06-28 18:54:25 | R5 | queens/test_1_artifice_no_procyon vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[46750/50000] 2026-06-28 18:54:26 | R5 | queens/test_1_artifice_no_procyon vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[46751/50000] 2026-06-28 18:54:27 | R5 | queens/test_1_artifice_no_procyon vs kaprekar/0_orig → NON-CLONE
[46752/50000] 2026-06-28 18:54:27 | R5 | queens/test_1_artifice_no_procyon vs kaprekar/1_artifice → NON-CLONE
[46753/50000] 2026-06-28 18:54:28 | R5 | queens/test_1_artifice_no_procyon vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[46754/50000] 2026-06-28 18:54:29 | R5 | queens/test_1_artifice_no_procyon vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[46755/50000] 2026-06-28 18:54:30 | R5 | queens/test_1_artifice_no_procyon vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[46756/50000] 2026-06-28 18:54:30 | R5 | queens/test_1_artifice_no_procyon vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[46757/50000] 2026-06-28 18:54:31 | R5 | queens/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[46758/50000] 2026-06-28 18:54:32 | R5 | queens/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[46759/50000] 2026-06-28 18:54:32 | R5 | queens/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[46760/50000] 2026-06-28 18:54:33 | R5 | queens/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[46761/50000] 2026-06-28 18:54:34 | R5 | queens/test_1_artifice_no_procyon vs queens/0_orig → CLONE
[46762/50000] 2026-06-28 18:54:34 | R5 | queens/test_1_artifice_no_procyon vs queens/1_artifice → CLONE
[46763/50000] 2026-06-28 18:54:35 | R5 | queens/test_1_artifice_no_procyon vs queens/test_0_orig_no_krakatau → CLONE
[46764/50000] 2026-06-28 18:54:35 | R5 | queens/test_1_artifice_no_procyon vs queens/test_0_orig_no_procyon → CLONE
[46765/50000] 2026-06-28 18:54:36 | R5 | queens/test_1_artifice_no_procyon vs queens/test_0_orig_pg_krakatau → CLONE
[46766/50000] 2026-06-28 18:54:37 | R5 | queens/test_1_artifice_no_procyon vs queens/test_0_orig_pg_procyon → CLONE
[46767/50000] 2026-06-28 18:54:37 | R5 | queens/test_1_artifice_no_procyon vs queens/test_1_artifice_no_krakatau → CLONE
[46768/50000] 2026-06-28 18:54:38 | R5 | queens/test_1_artifice_no_procyon vs queens/test_1_artifice_no_procyon → CLONE
[46769/50000] 2026-06-28 18:54:38 | R5 | queens/test_1_artifice_no_procyon vs queens/test_1_artifice_pg_krakatau → CLONE
[46770/50000] 2026-06-28 18:54:39 | R5 | queens/test_1_artifice_no_procyon vs queens/test_1_artifice_pg_procyon → CLONE
