Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (16782 already done, 33218 remaining)
`torch_dtype` is deprecated! Use `dtype` instead!
 Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s] Loading checkpoint shards:  50%|█████     | 1/2 [00:06<00:06,  6.66s/it] Loading checkpoint shards: 100%|██████████| 2/2 [00:09<00:00,  4.25s/it] Loading checkpoint shards: 100%|██████████| 2/2 [00:09<00:00,  4.61s/it]
Model 'codellama' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5 (6782 done, 3218 remaining) ---
[16783/50000] 2026-06-30 04:14:28 | R2 | queens/test_1_artifice_no_procyon vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[19438/50000] 2026-06-30 05:21:15 | R2 | square/test_0_orig_pg_krakatau vs guessword/test_1_artifice_no_procyon → NON-CLONE
[19439/50000] 2026-06-30 05:21:17 | R2 | square/test_0_orig_pg_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[19440/50000] 2026-06-30 05:21:19 | R2 | square/test_0_orig_pg_krakatau vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[19441/50000] 2026-06-30 05:21:20 | R2 | square/test_0_orig_pg_krakatau vs hanoi/0_orig → NON-CLONE
[19442/50000] 2026-06-30 05:21:22 | R2 | square/test_0_orig_pg_krakatau vs hanoi/1_artifice → NON-CLONE
[19443/50000] 2026-06-30 05:21:23 | R2 | square/test_0_orig_pg_krakatau vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[19444/50000] 2026-06-30 05:21:24 | R2 | square/test_0_orig_pg_krakatau vs hanoi/test_0_orig_no_procyon → NON-CLONE
[19445/50000] 2026-06-30 05:21:26 | R2 | square/test_0_orig_pg_krakatau vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[19446/50000] 2026-06-30 05:21:28 | R2 | square/test_0_orig_pg_krakatau vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[19447/50000] 2026-06-30 05:21:30 | R2 | square/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[19448/50000] 2026-06-30 05:21:31 | R2 | square/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[19449/50000] 2026-06-30 05:21:33 | R2 | square/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[19450/50000] 2026-06-30 05:21:35 | R2 | square/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[19451/50000] 2026-06-30 05:21:37 | R2 | square/test_0_orig_pg_krakatau vs kaprekar/0_orig → NON-CLONE
[19452/50000] 2026-06-30 05:21:38 | R2 | square/test_0_orig_pg_krakatau vs kaprekar/1_artifice → NON-CLONE
[19453/50000] 2026-06-30 05:21:40 | R2 | square/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[19454/50000] 2026-06-30 05:21:42 | R2 | square/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[19455/50000] 2026-06-30 05:21:44 | R2 | square/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[19456/50000] 2026-06-30 05:21:46 | R2 | square/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[19457/50000] 2026-06-30 05:21:48 | R2 | square/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[19458/50000] 2026-06-30 05:21:49 | R2 | square/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[19459/50000] 2026-06-30 05:21:51 | R2 | square/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[19460/50000] 2026-06-30 05:21:53 | R2 | square/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[19461/50000] 2026-06-30 05:21:54 | R2 | square/test_0_orig_pg_krakatau vs queens/0_orig → NON-CLONE
[19462/50000] 2026-06-30 05:21:56 | R2 | square/test_0_orig_pg_krakatau vs queens/1_artifice → NON-CLONE
[19463/50000] 2026-06-30 05:21:58 | R2 | square/test_0_orig_pg_krakatau vs queens/test_0_orig_no_krakatau → NON-CLONE
[19464/50000] 2026-06-30 05:21:59 | R2 | square/test_0_orig_pg_krakatau vs queens/test_0_orig_no_procyon → NON-CLONE
[19465/50000] 2026-06-30 05:22:01 | R2 | square/test_0_orig_pg_krakatau vs queens/test_0_orig_pg_krakatau → NON-CLONE
[19466/50000] 2026-06-30 05:22:02 | R2 | square/test_0_orig_pg_krakatau vs queens/test_0_orig_pg_procyon → NON-CLONE
[19467/50000] 2026-06-30 05:22:04 | R2 | square/test_0_orig_pg_krakatau vs queens/test_1_artifice_no_krakatau → NON-CLONE
[19468/50000] 2026-06-30 05:22:05 | R2 | square/test_0_orig_pg_krakatau vs queens/test_1_artifice_no_procyon → NON-CLONE
[19469/50000] 2026-06-30 05:22:06 | R2 | square/test_0_orig_pg_krakatau vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[19470/50000] 2026-06-30 05:22:08 | R2 | square/test_0_orig_pg_krakatau vs queens/test_1_artifice_pg_procyon → NON-CLONE
[19471/50000] 2026-06-30 05:22:09 | R2 | square/test_0_orig_pg_krakatau vs railroadcar/0_orig → NON-CLONE
[19472/50000] 2026-06-30 05:22:11 | R2 | square/test_0_orig_pg_krakatau vs railroadcar/1_artifice → NON-CLONE
[19473/50000] 2026-06-30 05:22:12 | R2 | square/test_0_orig_pg_krakatau vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[19474/50000] 2026-06-30 05:22:13 | R2 | square/test_0_orig_pg_krakatau vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[19475/50000] 2026-06-30 05:22:14 | R2 | square/test_0_orig_pg_krakatau vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[19476/50000] 2026-06-30 05:22:17 | R2 | square/test_0_orig_pg_krakatau vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[19477/50000] 2026-06-30 05:22:18 | R2 | square/test_0_orig_pg_krakatau vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[19478/50000] 2026-06-30 05:22:20 | R2 | square/test_0_orig_pg_krakatau vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[19479/50000] 2026-06-30 05:22:21 | R2 | square/test_0_orig_pg_krakatau vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[19480/50000] 2026-06-30 05:22:23 | R2 | square/test_0_orig_pg_krakatau vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[19481/50000] 2026-06-30 05:22:25 | R2 | square/test_0_orig_pg_krakatau vs slinkedlist/0_orig → NON-CLONE
[19482/50000] 2026-06-30 05:22:27 | R2 | square/test_0_orig_pg_krakatau vs slinkedlist/1_artifice → NON-CLONE
[19483/50000] 2026-06-30 05:22:29 | R2 | square/test_0_orig_pg_krakatau vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[19484/50000] 2026-06-30 05:22:31 | R2 | square/test_0_orig_pg_krakatau vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[19485/50000] 2026-06-30 05:22:33 | R2 | square/test_0_orig_pg_krakatau vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[19486/50000] 2026-06-30 05:22:35 | R2 | square/test_0_orig_pg_krakatau vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[19487/50000] 2026-06-30 05:22:37 | R2 | square/test_0_orig_pg_krakatau vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[19488/50000] 2026-06-30 05:22:39 | R2 | square/test_0_orig_pg_krakatau vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[19489/50000] 2026-06-30 05:22:41 | R2 | square/test_0_orig_pg_krakatau vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[19490/50000] 2026-06-30 05:22:43 | R2 | square/test_0_orig_pg_krakatau vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[19491/50000] 2026-06-30 05:22:45 | R2 | square/test_0_orig_pg_krakatau vs square/0_orig → CLONE
[19492/50000] 2026-06-30 05:22:47 | R2 | square/test_0_orig_pg_krakatau vs square/1_artifice → CLONE
[19493/50000] 2026-06-30 05:22:50 | R2 | square/test_0_orig_pg_krakatau vs square/test_0_orig_no_krakatau → CLONE
[19494/50000] 2026-06-30 05:22:53 | R2 | square/test_0_orig_pg_krakatau vs square/test_0_orig_no_procyon → CLONE
[19495/50000] 2026-06-30 05:22:56 | R2 | square/test_0_orig_pg_krakatau vs square/test_0_orig_pg_krakatau → CLONE
[19496/50000] 2026-06-30 05:22:58 | R2 | square/test_0_orig_pg_krakatau vs square/test_0_orig_pg_procyon → CLONE
[19497/50000] 2026-06-30 05:23:01 | R2 | square/test_0_orig_pg_krakatau vs square/test_1_artifice_no_krakatau → CLONE
[19498/50000] 2026-06-30 05:23:03 | R2 | square/test_0_orig_pg_krakatau vs square/test_1_artifice_no_procyon → CLONE
[19499/50000] 2026-06-30 05:23:06 | R2 | square/test_0_orig_pg_krakatau vs square/test_1_artifice_pg_krakatau → CLONE
[19500/50000] 2026-06-30 05:23:08 | R2 | square/test_0_orig_pg_krakatau vs square/test_1_artifice_pg_procyon → CLONE
[19501/50000] 2026-06-30 05:23:09 | R2 | square/test_0_orig_pg_procyon vs InfixConverter/0_orig → NON-CLONE
[19502/50000] 2026-06-30 05:23:11 | R2 | square/test_0_orig_pg_procyon vs InfixConverter/1_artifice → NON-CLONE
[19503/50000] 2026-06-30 05:23:14 | R2 | square/test_0_orig_pg_procyon vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[19504/50000] 2026-06-30 05:23:15 | R2 | square/test_0_orig_pg_procyon vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[19505/50000] 2026-06-30 05:23:17 | R2 | square/test_0_orig_pg_procyon vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[19506/50000] 2026-06-30 05:23:18 | R2 | square/test_0_orig_pg_procyon vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[19507/50000] 2026-06-30 05:23:20 | R2 | square/test_0_orig_pg_procyon vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[19508/50000] 2026-06-30 05:23:21 | R2 | square/test_0_orig_pg_procyon vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[19509/50000] 2026-06-30 05:23:22 | R2 | square/test_0_orig_pg_procyon vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[19510/50000] 2026-06-30 05:23:23 | R2 | square/test_0_orig_pg_procyon vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[19511/50000] 2026-06-30 05:23:25 | R2 | square/test_0_orig_pg_procyon vs SqrtAlgorithm/0_orig → NON-CLONE
[19512/50000] 2026-06-30 05:23:27 | R2 | square/test_0_orig_pg_procyon vs SqrtAlgorithm/1_artifice → NON-CLONE
[19513/50000] 2026-06-30 05:23:29 | R2 | square/test_0_orig_pg_procyon vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[19514/50000] 2026-06-30 05:23:30 | R2 | square/test_0_orig_pg_procyon vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[19515/50000] 2026-06-30 05:23:32 | R2 | square/test_0_orig_pg_procyon vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[19516/50000] 2026-06-30 05:23:34 | R2 | square/test_0_orig_pg_procyon vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[19517/50000] 2026-06-30 05:23:36 | R2 | square/test_0_orig_pg_procyon vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[19518/50000] 2026-06-30 05:23:37 | R2 | square/test_0_orig_pg_procyon vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[19519/50000] 2026-06-30 05:23:39 | R2 | square/test_0_orig_pg_procyon vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[19520/50000] 2026-06-30 05:23:41 | R2 | square/test_0_orig_pg_procyon vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[19521/50000] 2026-06-30 05:23:42 | R2 | square/test_0_orig_pg_procyon vs bubblesort/0_orig → NON-CLONE
[19522/50000] 2026-06-30 05:23:43 | R2 | square/test_0_orig_pg_procyon vs bubblesort/1_artifice → NON-CLONE
[19523/50000] 2026-06-30 05:23:44 | R2 | square/test_0_orig_pg_procyon vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[19524/50000] 2026-06-30 05:23:45 | R2 | square/test_0_orig_pg_procyon vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[19525/50000] 2026-06-30 05:23:46 | R2 | square/test_0_orig_pg_procyon vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[19526/50000] 2026-06-30 05:23:47 | R2 | square/test_0_orig_pg_procyon vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[19527/50000] 2026-06-30 05:23:48 | R2 | square/test_0_orig_pg_procyon vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[19528/50000] 2026-06-30 05:23:49 | R2 | square/test_0_orig_pg_procyon vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[19529/50000] 2026-06-30 05:23:51 | R2 | square/test_0_orig_pg_procyon vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[19530/50000] 2026-06-30 05:23:52 | R2 | square/test_0_orig_pg_procyon vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[19531/50000] 2026-06-30 05:23:53 | R2 | square/test_0_orig_pg_procyon vs guessword/0_orig → NON-CLONE
[19532/50000] 2026-06-30 05:23:54 | R2 | square/test_0_orig_pg_procyon vs guessword/1_artifice → NON-CLONE
[19533/50000] 2026-06-30 05:23:55 | R2 | square/test_0_orig_pg_procyon vs guessword/test_0_orig_no_krakatau → NON-CLONE
[19534/50000] 2026-06-30 05:23:56 | R2 | square/test_0_orig_pg_procyon vs guessword/test_0_orig_no_procyon → NON-CLONE
[19535/50000] 2026-06-30 05:23:58 | R2 | square/test_0_orig_pg_procyon vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[19536/50000] 2026-06-30 05:23:59 | R2 | square/test_0_orig_pg_procyon vs guessword/test_0_orig_pg_procyon → NON-CLONE
[19537/50000] 2026-06-30 05:24:00 | R2 | square/test_0_orig_pg_procyon vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[19538/50000] 2026-06-30 05:24:01 | R2 | square/test_0_orig_pg_procyon vs guessword/test_1_artifice_no_procyon → NON-CLONE
[19539/50000] 2026-06-30 05:24:03 | R2 | square/test_0_orig_pg_procyon vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[19540/50000] 2026-06-30 05:24:05 | R2 | square/test_0_orig_pg_procyon vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[19541/50000] 2026-06-30 05:24:07 | R2 | square/test_0_orig_pg_procyon vs hanoi/0_orig → NON-CLONE
[19542/50000] 2026-06-30 05:24:09 | R2 | square/test_0_orig_pg_procyon vs hanoi/1_artifice → NON-CLONE
[19543/50000] 2026-06-30 05:24:10 | R2 | square/test_0_orig_pg_procyon vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[19544/50000] 2026-06-30 05:24:12 | R2 | square/test_0_orig_pg_procyon vs hanoi/test_0_orig_no_procyon → NON-CLONE
[19545/50000] 2026-06-30 05:24:14 | R2 | square/test_0_orig_pg_procyon vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[19546/50000] 2026-06-30 05:24:16 | R2 | square/test_0_orig_pg_procyon vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[19547/50000] 2026-06-30 05:24:18 | R2 | square/test_0_orig_pg_procyon vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[19548/50000] 2026-06-30 05:24:19 | R2 | square/test_0_orig_pg_procyon vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[19549/50000] 2026-06-30 05:24:22 | R2 | square/test_0_orig_pg_procyon vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[19550/50000] 2026-06-30 05:24:24 | R2 | square/test_0_orig_pg_procyon vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[19551/50000] 2026-06-30 05:24:27 | R2 | square/test_0_orig_pg_procyon vs kaprekar/0_orig → NON-CLONE
[19552/50000] 2026-06-30 05:24:29 | R2 | square/test_0_orig_pg_procyon vs kaprekar/1_artifice → NON-CLONE
[19553/50000] 2026-06-30 05:24:31 | R2 | square/test_0_orig_pg_procyon vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[19554/50000] 2026-06-30 05:24:33 | R2 | square/test_0_orig_pg_procyon vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[19555/50000] 2026-06-30 05:24:35 | R2 | square/test_0_orig_pg_procyon vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[19556/50000] 2026-06-30 05:24:38 | R2 | square/test_0_orig_pg_procyon vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[19557/50000] 2026-06-30 05:24:40 | R2 | square/test_0_orig_pg_procyon vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[19558/50000] 2026-06-30 05:24:43 | R2 | square/test_0_orig_pg_procyon vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[19559/50000] 2026-06-30 05:24:45 | R2 | square/test_0_orig_pg_procyon vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[19560/50000] 2026-06-30 05:24:47 | R2 | square/test_0_orig_pg_procyon vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[19561/50000] 2026-06-30 05:24:49 | R2 | square/test_0_orig_pg_procyon vs queens/0_orig → NON-CLONE
[19562/50000] 2026-06-30 05:24:51 | R2 | square/test_0_orig_pg_procyon vs queens/1_artifice → NON-CLONE
[19563/50000] 2026-06-30 05:24:53 | R2 | square/test_0_orig_pg_procyon vs queens/test_0_orig_no_krakatau → NON-CLONE
[19564/50000] 2026-06-30 05:24:55 | R2 | square/test_0_orig_pg_procyon vs queens/test_0_orig_no_procyon → NON-CLONE
[19565/50000] 2026-06-30 05:24:56 | R2 | square/test_0_orig_pg_procyon vs queens/test_0_orig_pg_krakatau → NON-CLONE
[19566/50000] 2026-06-30 05:24:58 | R2 | square/test_0_orig_pg_procyon vs queens/test_0_orig_pg_procyon → NON-CLONE
[19567/50000] 2026-06-30 05:24:59 | R2 | square/test_0_orig_pg_procyon vs queens/test_1_artifice_no_krakatau → NON-CLONE
[19568/50000] 2026-06-30 05:25:01 | R2 | square/test_0_orig_pg_procyon vs queens/test_1_artifice_no_procyon → NON-CLONE
[19569/50000] 2026-06-30 05:25:02 | R2 | square/test_0_orig_pg_procyon vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[19570/50000] 2026-06-30 05:25:04 | R2 | square/test_0_orig_pg_procyon vs queens/test_1_artifice_pg_procyon → NON-CLONE
[19571/50000] 2026-06-30 05:25:05 | R2 | square/test_0_orig_pg_procyon vs railroadcar/0_orig → NON-CLONE
[19572/50000] 2026-06-30 05:25:06 | R2 | square/test_0_orig_pg_procyon vs railroadcar/1_artifice → NON-CLONE
[19573/50000] 2026-06-30 05:25:07 | R2 | square/test_0_orig_pg_procyon vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[19574/50000] 2026-06-30 05:25:08 | R2 | square/test_0_orig_pg_procyon vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[19575/50000] 2026-06-30 05:25:09 | R2 | square/test_0_orig_pg_procyon vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[19576/50000] 2026-06-30 05:25:10 | R2 | square/test_0_orig_pg_procyon vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[19577/50000] 2026-06-30 05:25:12 | R2 | square/test_0_orig_pg_procyon vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[19578/50000] 2026-06-30 05:25:13 | R2 | square/test_0_orig_pg_procyon vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[19579/50000] 2026-06-30 05:25:14 | R2 | square/test_0_orig_pg_procyon vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[19580/50000] 2026-06-30 05:25:15 | R2 | square/test_0_orig_pg_procyon vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[19581/50000] 2026-06-30 05:25:17 | R2 | square/test_0_orig_pg_procyon vs slinkedlist/0_orig → NON-CLONE
[19582/50000] 2026-06-30 05:25:18 | R2 | square/test_0_orig_pg_procyon vs slinkedlist/1_artifice → NON-CLONE
[19583/50000] 2026-06-30 05:25:21 | R2 | square/test_0_orig_pg_procyon vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[19584/50000] 2026-06-30 05:25:23 | R2 | square/test_0_orig_pg_procyon vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[19585/50000] 2026-06-30 05:25:25 | R2 | square/test_0_orig_pg_procyon vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[19586/50000] 2026-06-30 05:25:26 | R2 | square/test_0_orig_pg_procyon vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[19587/50000] 2026-06-30 05:25:29 | R2 | square/test_0_orig_pg_procyon vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[19588/50000] 2026-06-30 05:25:31 | R2 | square/test_0_orig_pg_procyon vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[19589/50000] 2026-06-30 05:25:33 | R2 | square/test_0_orig_pg_procyon vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[19590/50000] 2026-06-30 05:25:34 | R2 | square/test_0_orig_pg_procyon vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[19591/50000] 2026-06-30 05:25:35 | R2 | square/test_0_orig_pg_procyon vs square/0_orig → CLONE
[19592/50000] 2026-06-30 05:25:37 | R2 | square/test_0_orig_pg_procyon vs square/1_artifice → CLONE
[19593/50000] 2026-06-30 05:25:38 | R2 | square/test_0_orig_pg_procyon vs square/test_0_orig_no_krakatau → CLONE
[19594/50000] 2026-06-30 05:25:39 | R2 | square/test_0_orig_pg_procyon vs square/test_0_orig_no_procyon → CLONE
[19595/50000] 2026-06-30 05:25:42 | R2 | square/test_0_orig_pg_procyon vs square/test_0_orig_pg_krakatau → CLONE
[19596/50000] 2026-06-30 05:25:43 | R2 | square/test_0_orig_pg_procyon vs square/test_0_orig_pg_procyon → CLONE
[19597/50000] 2026-06-30 05:25:45 | R2 | square/test_0_orig_pg_procyon vs square/test_1_artifice_no_krakatau → CLONE
[19598/50000] 2026-06-30 05:25:47 | R2 | square/test_0_orig_pg_procyon vs square/test_1_artifice_no_procyon → CLONE
[19599/50000] 2026-06-30 05:25:49 | R2 | square/test_0_orig_pg_procyon vs square/test_1_artifice_pg_krakatau → CLONE
[19600/50000] 2026-06-30 05:25:51 | R2 | square/test_0_orig_pg_procyon vs square/test_1_artifice_pg_procyon → CLONE
[19601/50000] 2026-06-30 05:25:52 | R2 | square/test_1_artifice_no_krakatau vs InfixConverter/0_orig → NON-CLONE
[19602/50000] 2026-06-30 05:25:53 | R2 | square/test_1_artifice_no_krakatau vs InfixConverter/1_artifice → NON-CLONE
[19603/50000] 2026-06-30 05:25:55 | R2 | square/test_1_artifice_no_krakatau vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[19604/50000] 2026-06-30 05:25:56 | R2 | square/test_1_artifice_no_krakatau vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[19605/50000] 2026-06-30 05:25:58 | R2 | square/test_1_artifice_no_krakatau vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[19606/50000] 2026-06-30 05:25:59 | R2 | square/test_1_artifice_no_krakatau vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[19607/50000] 2026-06-30 05:26:02 | R2 | square/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[19608/50000] 2026-06-30 05:26:03 | R2 | square/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[19609/50000] 2026-06-30 05:26:04 | R2 | square/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[19610/50000] 2026-06-30 05:26:05 | R2 | square/test_1_artifice_no_krakatau vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[19611/50000] 2026-06-30 05:26:07 | R2 | square/test_1_artifice_no_krakatau vs SqrtAlgorithm/0_orig → NON-CLONE
[19612/50000] 2026-06-30 05:26:08 | R2 | square/test_1_artifice_no_krakatau vs SqrtAlgorithm/1_artifice → NON-CLONE
[19613/50000] 2026-06-30 05:26:10 | R2 | square/test_1_artifice_no_krakatau vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
